Meta:worker_code,about_how_many_kilometers_miles_did_you_drive_in_the_last_12_months,at_which_age_did_you_obtain_your_first_license_for_driving_a_car_or_motorcycle,have_you_read_and_understood_the_above_instructions,how_many_accidents_were_you_involved_in_when_driving_a_car_in_the_last_3_years_please_include_all_accidents_regardless_of_how_they_were_caused_how_slight_they_were_or_where_they_happened,how_often_do_you_do_the_following_becoming_angered_by_a_particular_type_of_driver_and_indicate_your_hostility_by_whatever_means_you_can,how_often_do_you_do_the_following_disregarding_the_speed_limit_on_a_motorway,how_often_do_you_do_the_following_disregarding_the_speed_limit_on_a_residential_road,how_often_do_you_do_the_following_driving_so_close_to_the_car_in_front_that_it_would_be_difficult_to_stop_in_an_emergency,how_often_do_you_do_the_following_racing_away_from_traffic_lights_with_the_intention_of_beating_the_driver_next_to_you,how_often_do_you_do_the_following_sounding_your_horn_to_indicate_your_annoyance_with_another_road_user,how_often_do_you_do_the_following_using_a_mobile_phone_without_a_hands_free_kit,if_you_answered_other_in_the_previous_question_please_describe_the_place_where_you_are_located_now_below,if_you_answered_other_in_the_previous_question_please_describe_your_input_device_below,in_which_type_of_place_are_you_located_now,in_which_year_do_you_think_that_most_cars_will_be_able_to_drive_fully_automatically_in_your_country_of_residence,on_average_how_often_did_you_drive_a_vehicle_in_the_last_12_months,please_provide_any_suggestions_that_could_help_engineers_to_build_safe_and_enjoyable_automated_cars,what_is_your_age,what_is_your_gender,what_is_your_primary_mode_of_transportation,which_input_device_are_you_using_now,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209
U71607959565998DF10729B,5001__15000_km_3108__9321_mi,21.0,yes,0,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_dimlight,2030,every_day,,43,female,private_vehicle,laptop_keyboard,14.0,0.0,,,0.0,,0.0,,,,,0.0,0.0,0.0,,0.0,,19.0,0.0,,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,19.0,0.0,,,,19.0,0.0,,,,,19.0,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,,0.0,0.0,,,,0.0,,19.0,0.0,39.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,18.0,0.0,,40.0,0.0,,0.0,0.0,,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,0.0
U71607959596288DF28559B,0_km__mi,,yes,0,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_brightlight,2025,never,,56,female,public_transportation,desktop_keyboard,22.0,21.0,68.0,18.0,60.0,,31.0,64.0,40.0,,75.0,,,41.0,29.0,14.0,10.0,,39.0,81.0,61.0,30.0,16.0,,27.0,0.0,,37.0,10.0,0.0,38.0,50.0,,12.0,18.0,15.0,28.0,,,,,,22.0,,25.0,,,31.0,,,17.0,19.0,22.0,,0.0,,,,,24.0,35.0,62.0,99.0,64.0,40.0,26.0,23.0,,10.0,17.0,,,,,60.0,24.0,21.0,,,,,,14.0,,23.0,,,,58.0,,3.0,,65.0,27.0,53.0,,74.0,,40.0,,,,,,,,,,67.0,25.0,25.0,,31.0,,,8.0,39.0,,,,10.0,,,17.0,,41.0,,30.0,,6.0,,,0.0,,12.0,35.0,,,56.0,18.0,0.0,,,35.0,,,,15.0,,,28.0,12.0,66.0,,2.0,,39.0,,,12.0,,,32.0,,,,,,,,73.0,74.0,,,,22.0,15.0,,,,20.0,0.0,,,,55.0,,0.0,0.0,,56.0,,,,,27.0,,,,0.0,15.0,,5.0,,,60.0,,36.0,,
U71607959983809DF72869B,1__1000_km_1__621_mi,,yes,0,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_dimlight,2025,1_to_3_days_a_week,,25,male,motorcycle,desktop_keyboard,,,0.0,30.0,,0.0,13.0,40.0,11.0,,0.0,26.0,8.0,,,,,19.0,32.0,,20.0,10.0,0.0,20.0,,0.0,,,0.0,,,,,0.0,0.0,0.0,10.0,,,29.0,,10.0,0.0,,10.0,,0.0,,0.0,,0.0,10.0,,10.0,0.0,13.0,10.0,0.0,,0.0,0.0,9.0,,,,19.0,,,0.0,8.0,0.0,10.0,,,,0.0,,,0.0,,,,,10.0,19.0,,12.0,0.0,6.0,8.0,,31.0,41.0,,,,,,,,0.0,,,0.0,0.0,19.0,,,,,12.0,12.0,,,0.0,11.0,,,,19.0,,,9.0,8.0,0.0,0.0,0.0,10.0,0.0,,9.0,,,,0.0,,,,,,0.0,0.0,20.0,0.0,,,5.0,,,,,,20.0,10.0,,,,,,,19.0,,9.0,,0.0,0.0,0.0,0.0,27.0,0.0,,,0.0,9.0,19.0,31.0,,0.0,0.0,,,,,,,,,,,19.0,,0.0,,,20.0,,8.0,,10.0,0.0,,19.0,10.0,,,31.0,,,,
U71607964421744DF38379B,5001__15000_km_3108__9321_mi,22.0,yes,2,4_to_6_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,0_times_per_month,7_to_9_times_per_month,1_to_3_times_per_month,,,indoor_dimlight,2030,1_to_3_days_a_week,That autonomous cars have the option of correcting mistakes and bad driving habits. Thanks.,39,male,private_vehicle,laptop_keyboard,,40.0,31.0,69.0,,,31.0,70.0,,,,,61.0,,,30.0,,,60.0,60.0,,,,,,39.0,30.0,30.0,,30.0,39.0,,,,30.0,,,59.0,20.0,70.0,60.0,60.0,39.0,,,19.0,,,,,,60.0,30.0,,50.0,,50.0,40.0,,40.0,30.0,40.0,,,,30.0,39.0,50.0,30.0,60.0,,30.0,,39.0,40.0,,19.0,40.0,29.0,,,19.0,20.0,,50.0,9.0,,29.0,30.0,,,,,,,39.0,29.0,70.0,40.0,40.0,,70.0,,,,,9.0,70.0,,,60.0,70.0,,39.0,29.0,40.0,69.0,,38.0,,80.0,60.0,20.0,,50.0,,,39.0,,,,50.0,70.0,,,,,,,,30.0,,,33.0,40.0,0.0,39.0,,59.0,40.0,,60.0,,60.0,,,,50.0,,40.0,50.0,,60.0,71.0,,,60.0,,,60.0,,,,,,,40.0,,,,39.0,11.0,,40.0,40.0,,,,39.0,50.0,50.0,,70.0,,,39.0,,39.0,50.0,,,,,,,60.0,,39.0,60.0,
U71607969107581DF22649B,1__1000_km_1__621_mi,,yes,0,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,1_to_3_times_per_month,,,indoor_brightlight,2025,once_a_month_to_once_a_week,,49,male,public_transportation,laptop_keyboard,,,18.0,,46.0,,,,70.0,,20.0,88.0,,,43.0,69.0,23.0,,59.0,80.0,58.0,60.0,32.0,,,21.0,60.0,54.0,20.0,,,78.0,,,19.0,,79.0,,,70.0,,,,59.0,80.0,,,,,,,79.0,,68.0,,,,,59.0,,25.0,,,,,,,,19.0,80.0,53.0,58.0,,,,,57.0,,20.0,,,,19.0,79.0,52.0,18.0,21.0,20.0,,73.0,,69.0,19.0,20.0,23.0,18.0,100.0,80.0,20.0,,21.0,,79.0,58.0,,60.0,22.0,13.0,,,87.0,67.0,,72.0,47.0,,,,19.0,,,,,67.0,,59.0,42.0,,65.0,,80.0,60.0,,100.0,,60.0,,19.0,80.0,79.0,,48.0,80.0,,,,,59.0,,,61.0,70.0,80.0,59.0,,,,,19.0,,,26.0,,,,,79.0,57.0,,81.0,,,59.0,23.0,,27.0,,,,,,,,19.0,,,,,19.0,81.0,,,56.0,,61.0,56.0,21.0,,,23.0,20.0,,58.0,22.0,60.0,,81.0,19.0,,23.0
U71607967834930DF37919B,0_km__mi,25.0,yes,0,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_dimlight,2050,never,,30,female,public_transportation,desktop_keyboard,100.0,,19.0,,19.0,,,,,20.0,,16.0,39.0,20.0,61.0,,,,19.0,39.0,22.0,,,,40.0,,,59.0,19.0,,18.0,79.0,,,,18.0,,,,100.0,19.0,,,19.0,,,39.0,36.0,,,,39.0,,19.0,21.0,,60.0,,38.0,,40.0,,80.0,,,39.0,86.0,,39.0,,40.0,,19.0,,,,38.0,,38.0,,60.0,,39.0,,,,,,,40.0,,,,40.0,100.0,,100.0,,,,,39.0,34.0,,,,,,,18.0,99.0,,80.0,,,39.0,,,20.0,38.0,38.0,17.0,,81.0,18.0,,,,18.0,,,,,,,38.0,,18.0,,36.0,17.0,,37.0,18.0,18.0,39.0,,38.0,,,100.0,81.0,19.0,80.0,,,60.0,14.0,18.0,,,,35.0,16.0,38.0,39.0,,,100.0,35.0,100.0,100.0,19.0,19.0,60.0,39.0,21.0,,38.0,,,38.0,,,,,61.0,,39.0,,22.0,,,,100.0,18.0,99.0,16.0,,,16.0,18.0,100.0,19.0,,18.0,,15.0,,19.0
U71607974440360DF66019B,1001__5000_km_622__3107_mi,,yes,1,1_to_3_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,,,indoor_dimlight,2050,4_to_6_days_a_week,,21,female,public_transportation,desktop_keyboard,58.0,40.0,42.0,59.0,37.0,42.0,,60.0,,,,,35.0,,,,57.0,,,,,42.0,41.0,,40.0,,,54.0,59.0,,,,,,59.0,54.0,,62.0,60.0,59.0,58.0,,40.0,,60.0,58.0,,58.0,,57.0,,59.0,,,40.0,38.0,,,61.0,,43.0,59.0,43.0,,37.0,61.0,41.0,,,,,,61.0,,,58.0,39.0,,,41.0,,44.0,42.0,58.0,42.0,,59.0,38.0,59.0,63.0,43.0,40.0,,41.0,,43.0,,,,,,,40.0,42.0,58.0,,,62.0,38.0,40.0,,,,53.0,,,43.0,64.0,43.0,60.0,59.0,,56.0,,,42.0,,55.0,39.0,,,39.0,56.0,55.0,,,,,,,,62.0,58.0,,55.0,59.0,,,,,38.0,57.0,,60.0,,,58.0,,55.0,,,44.0,56.0,,,36.0,,57.0,38.0,,,,43.0,,,,44.0,62.0,36.0,,40.0,40.0,,,,,,37.0,40.0,,,39.0,60.0,,,,,38.0,38.0,,,,55.0,58.0,,,,57.0,,43.0
U71607973921147DF43559B,15001__20000_km_9322__12427_mi,19.0,yes,0,1_to_3_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_brightlight,2040,every_day,,38,male,private_vehicle,laptop_keyboard,,,,,21.0,,,,,28.0,41.0,,,,,,39.0,,,84.0,29.0,63.0,64.0,38.0,,,,54.0,66.0,12.0,19.0,74.0,16.0,34.0,33.0,,,,,,30.0,62.0,,,,33.0,18.0,34.0,14.0,,,70.0,,12.0,,37.0,62.0,,,,,,,,15.0,,43.0,,35.0,,,20.0,,36.0,57.0,60.0,,66.0,,33.0,,30.0,,,,59.0,40.0,,67.0,68.0,33.0,,41.0,,,,,,,26.0,,,23.0,13.0,,85.0,,,,,,,,,34.0,12.0,,35.0,,16.0,,32.0,73.0,,19.0,62.0,,46.0,11.0,,64.0,30.0,,78.0,11.0,,,,73.0,,,80.0,20.0,64.0,,29.0,35.0,25.0,81.0,,,72.0,86.0,34.0,60.0,35.0,62.0,,,,,10.0,,,16.0,37.0,,,78.0,18.0,32.0,76.0,58.0,,,35.0,15.0,,12.0,,,,,,,59.0,,17.0,,53.0,63.0,,64.0,24.0,61.0,,28.0,,42.0,,9.0,35.0,,,59.0,,61.0,,35.0,
U71607974040671DF62399B,15001__20000_km_9322__12427_mi,18.0,yes,0,1_to_3_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,4_to_6_times_per_month,0_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,,,indoor_brightlight,2030,every_day,,32,male,private_vehicle,laptop_keyboard,87.0,,,40.0,11.0,7.0,,85.0,,8.0,76.0,,18.0,,,19.0,,86.0,0.0,,,61.0,,,,,61.0,78.0,15.0,2.0,,,4.0,,0.0,,,7.0,,85.0,,48.0,,,10.0,6.0,9.0,31.0,1.0,,12.0,,59.0,4.0,,14.0,,0.0,80.0,,3.0,81.0,,83.0,,0.0,,80.0,80.0,0.0,3.0,,,,,,,20.0,,7.0,,19.0,0.0,,,1.0,,,,,,,0.0,,68.0,,25.0,,2.0,,,0.0,,,,71.0,0.0,,64.0,,,,,,,,18.0,,,15.0,68.0,8.0,,20.0,12.0,11.0,,,,,,,12.0,41.0,,20.0,,10.0,,,22.0,,25.0,27.0,,0.0,80.0,,3.0,,80.0,,,99.0,60.0,2.0,20.0,,,,,0.0,,0.0,66.0,,,12.0,21.0,,60.0,91.0,,,65.0,8.0,,28.0,,,,,19.0,,11.0,19.0,,,9.0,,,19.0,19.0,,,,52.0,,40.0,,4.0,16.0,20.0,32.0,,,,67.0,16.0,60.0
U71607976895047DF9449B,1__1000_km_1__621_mi,18.0,yes,3,1_to_3_times_per_month,0_times_per_month,0_times_per_month,1_to_3_times_per_month,0_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,,,indoor_dark,2050,once_a_month_to_once_a_week,,30,male,public_transportation,laptop_keyboard,60.0,,,4.0,,0.0,,74.0,,0.0,,,,,11.0,0.0,,,,,,32.0,,9.0,0.0,0.0,,,,,0.0,7.0,0.0,,,11.0,0.0,,0.0,,,55.0,,0.0,0.0,,,,32.0,20.0,,,,26.0,,0.0,62.0,,15.0,20.0,,,,35.0,17.0,,69.0,,0.0,0.0,,19.0,,,60.0,18.0,,60.0,0.0,,,,,,,0.0,,,,,,,,19.0,80.0,18.0,,,0.0,,,20.0,,,10.0,7.0,0.0,4.0,65.0,,8.0,40.0,100.0,8.0,,,,,,14.0,,,,,,7.0,,,,,0.0,26.0,0.0,20.0,,77.0,0.0,6.0,,57.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,20.0,72.0,70.0,14.0,,67.0,,,0.0,49.0,0.0,0.0,0.0,0.0,,32.0,0.0,,,,,0.0,62.0,60.0,,,,,4.0,7.0,0.0,51.0,0.0,,,,0.0,,,,,,,80.0,30.0,14.0,,31.0,26.0,19.0,,,,,,10.0,0.0,3.0,
U71607975484898DF24539B,15001__20000_km_9322__12427_mi,24.0,yes,0,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_dimlight,2065,4_to_6_days_a_week,,32,male,private_vehicle,laptop_keyboard,,67.0,79.0,,67.0,,,,,,,54.0,37.0,67.0,62.0,,,86.0,51.0,,83.0,44.0,61.0,,56.0,65.0,,,23.0,67.0,,,,63.0,19.0,19.0,69.0,,,,,,60.0,38.0,,,,64.0,69.0,,,,,,56.0,,,,,,49.0,46.0,72.0,,,,66.0,82.0,78.0,63.0,53.0,,,35.0,,56.0,56.0,79.0,73.0,,77.0,73.0,,61.0,75.0,46.0,,59.0,,46.0,,55.0,,,,,,83.0,46.0,,,68.0,,,21.0,54.0,60.0,79.0,,42.0,,61.0,77.0,76.0,,47.0,77.0,,,,63.0,,,,,,,,47.0,,78.0,,,75.0,,,,23.0,,63.0,,,55.0,72.0,,,62.0,76.0,88.0,62.0,58.0,,69.0,,,71.0,,,29.0,,68.0,62.0,68.0,62.0,,61.0,,,59.0,,36.0,,,48.0,,66.0,40.0,59.0,68.0,,60.0,,58.0,,31.0,59.0,,55.0,76.0,,39.0,,,,78.0,,64.0,,,53.0,,,,,56.0,,,,69.0,
U71607977726826DF9029B,50001__100000_km_31070__62137_mi,22.0,yes,2,1_to_3_times_per_month,1_to_3_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,1_to_3_times_per_month,0_times_per_month,,,indoor_brightlight,2050,4_to_6_days_a_week,,26,male,motorcycle,desktop_keyboard,0.0,,0.0,,,,0.0,0.0,0.0,,,,,0.0,,19.0,,,0.0,20.0,,1.0,0.0,,0.0,,,,4.0,1.0,2.0,0.0,0.0,,,,,,19.0,,,0.0,,0.0,,,0.0,8.0,0.0,,38.0,,,0.0,0.0,41.0,,,,,0.0,1.0,0.0,,0.0,1.0,19.0,,,4.0,,,2.0,0.0,21.0,0.0,,,4.0,0.0,,,0.0,,,,,,,,0.0,,,,0.0,0.0,0.0,,39.0,0.0,,0.0,,,,1.0,0.0,,,0.0,,0.0,,,2.0,40.0,19.0,0.0,0.0,,0.0,0.0,,,,,,4.0,9.0,,60.0,,0.0,0.0,,,0.0,,,0.0,41.0,,,0.0,,,0.0,8.0,19.0,0.0,0.0,,0.0,40.0,,,19.0,,0.0,,0.0,0.0,,0.0,,,0.0,,0.0,,,,40.0,0.0,,,,,,,40.0,0.0,1.0,,0.0,0.0,1.0,,41.0,0.0,,,,,,,13.0,0.0,5.0,,1.0,,0.0,0.0,,,0.0,,0.0,
U71607990460781DF32309B,5001__15000_km_3108__9321_mi,22.0,yes,0,0_times_per_month,1_to_3_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,7_to_9_times_per_month,,,indoor_dimlight,2080,4_to_6_days_a_week,,25,male,private_vehicle,desktop_keyboard,,,,50.0,,7.0,,,27.0,8.0,9.0,,23.0,13.0,5.0,4.0,,,,,,,9.0,,,,,5.0,9.0,24.0,11.0,19.0,,7.0,,,7.0,,,29.0,,14.0,,,,,9.0,29.0,9.0,5.0,,,,20.0,,11.0,11.0,,29.0,15.0,,,11.0,,,,,29.0,29.0,11.0,,,,30.0,29.0,,,,,10.0,15.0,,,,,7.0,60.0,6.0,15.0,,19.0,,40.0,10.0,,10.0,,10.0,11.0,,,50.0,,30.0,,39.0,,48.0,65.0,,22.0,,14.0,,,7.0,,9.0,7.0,19.0,,49.0,9.0,,,,,,,1.0,,,,8.0,7.0,3.0,7.0,3.0,11.0,24.0,,,29.0,20.0,,,,19.0,,,,,,19.0,,,7.0,,9.0,,5.0,,48.0,30.0,,9.0,9.0,11.0,,60.0,15.0,19.0,,26.0,10.0,,9.0,18.0,8.0,18.0,,,,1.0,9.0,7.0,,3.0,,,,13.0,29.0,,11.0,,,39.0,10.0,,,,20.0,,,35.0,,,8.0,
U71607995362022DF26429B,1001__5000_km_622__3107_mi,18.0,yes,0,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_brightlight,2028,4_to_6_days_a_week,,29,male,private_vehicle,laptop_keyboard,60.0,,73.0,,43.0,,42.0,,,20.0,,,60.0,,75.0,15.0,65.0,76.0,,92.0,96.0,,,16.0,12.0,,,,,16.0,,71.0,25.0,,69.0,,,,,,,56.0,67.0,6.0,,,,,79.0,,,60.0,37.0,70.0,,,,,,,40.0,,83.0,38.0,71.0,,,,71.0,74.0,,,57.0,78.0,,,9.0,68.0,,,71.0,,17.0,,92.0,,71.0,68.0,,43.0,14.0,14.0,64.0,72.0,,,,,,,,,,8.0,,73.0,7.0,,,63.0,37.0,64.0,73.0,63.0,66.0,36.0,,58.0,66.0,7.0,46.0,,23.0,,,65.0,,,56.0,,,,13.0,12.0,,64.0,67.0,,,,,,62.0,11.0,,13.0,,,74.0,,,72.0,,,,,,,,,,17.0,34.0,,22.0,,,65.0,,55.0,78.0,59.0,,71.0,,,64.0,,,32.0,73.0,7.0,,10.0,72.0,64.0,72.0,,,,72.0,65.0,,64.0,,65.0,,41.0,64.0,24.0,67.0,62.0,,62.0,,28.0,,61.0,35.0,
U71607997686836DF71079B,1__1000_km_1__621_mi,22.0,yes,0,1_to_3_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,1_to_3_times_per_month,0_times_per_month,,,indoor_brightlight,2050,once_a_month_to_once_a_week,,24,male,public_transportation,desktop_keyboard,39.0,,,,,,,40.0,,0.0,0.0,,11.0,,,0.0,,,0.0,,,,,1.0,,,,,,0.0,10.0,20.0,9.0,0.0,,0.0,,0.0,0.0,29.0,,,0.0,0.0,,,,0.0,,,0.0,20.0,0.0,,,,29.0,0.0,9.0,,,,60.0,0.0,19.0,0.0,,20.0,0.0,,,,41.0,,18.0,,,,0.0,0.0,30.0,19.0,0.0,,,,,,,19.0,0.0,,1.0,,,0.0,,19.0,,,,8.0,0.0,0.0,0.0,40.0,0.0,0.0,35.0,20.0,0.0,40.0,59.0,,,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,,,,20.0,7.0,20.0,,,0.0,,10.0,0.0,3.0,0.0,,0.0,19.0,,9.0,0.0,,0.0,,,,20.0,,,0.0,,,0.0,,0.0,,,,0.0,0.0,,,,,19.0,,0.0,40.0,,,,,0.0,0.0,0.0,,0.0,,,,,0.0,1.0,,0.0,30.0,19.0,,,,0.0,,0.0,,0.0,10.0,,,,,20.0,0.0,0.0
U71607997615916DF47279B,1__1000_km_1__621_mi,21.0,yes,0,0_times_per_month,1_to_3_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,1_to_3_times_per_month,0_times_per_month,,,indoor_brightlight,2030,once_a_month_to_once_a_week,,27,female,public_transportation,laptop_keyboard,,31.0,,,,,60.0,40.0,,,,28.0,,,,,,20.0,19.0,61.0,80.0,50.0,19.0,,,,12.0,41.0,,0.0,,18.0,,,,5.0,,0.0,19.0,10.0,39.0,,,1.0,,,,2.0,20.0,,21.0,59.0,30.0,,,,60.0,,,,31.0,,,10.0,20.0,,40.0,,,40.0,,,,23.0,40.0,2.0,,60.0,,13.0,28.0,20.0,,,,,20.0,23.0,60.0,,30.0,30.0,39.0,50.0,,,0.0,,21.0,,,2.0,30.0,0.0,,12.0,,,,12.0,,,,50.0,31.0,,80.0,,39.0,,11.0,,50.0,59.0,,31.0,0.0,59.0,,1.0,,81.0,,,,70.0,19.0,,,,6.0,,,,19.0,0.0,23.0,18.0,,39.0,41.0,38.0,,,,0.0,,20.0,,,0.0,0.0,,20.0,,50.0,0.0,19.0,80.0,40.0,,12.0,,30.0,,,,,1.0,39.0,,1.0,,0.0,,,,,,60.0,,,,39.0,50.0,40.0,,20.0,,,,39.0,61.0,19.0,23.0,0.0,,,,
U71608006252167DF46129B,1001__5000_km_622__3107_mi,,yes,0,1_to_3_times_per_month,1_to_3_times_per_month,0_times_per_month,1_to_3_times_per_month,0_times_per_month,1_to_3_times_per_month,0_times_per_month,,,indoor_dimlight,2035,1_to_3_days_a_week,Easy to operate,37,female,private_vehicle,laptop_keyboard,30.0,,,,40.0,,1.0,,39.0,0.0,,,,,20.0,0.0,,,18.0,,,1.0,1.0,,,,2.0,,,,0.0,,19.0,,0.0,,,43.0,,19.0,19.0,,,0.0,20.0,,1.0,39.0,0.0,19.0,,0.0,,0.0,,0.0,0.0,20.0,,,0.0,0.0,20.0,,,,0.0,0.0,18.0,,,,40.0,3.0,,,0.0,,23.0,0.0,,0.0,0.0,0.0,40.0,,8.0,,,,19.0,,,0.0,,0.0,,,,0.0,,,20.0,,,,,,19.0,0.0,,,0.0,,1.0,,,19.0,39.0,,,19.0,40.0,,,0.0,,19.0,20.0,0.0,,19.0,,,,,,,2.0,,0.0,,1.0,0.0,0.0,,0.0,,9.0,0.0,19.0,,59.0,40.0,0.0,40.0,,0.0,0.0,0.0,,,,,,,15.0,,,0.0,19.0,20.0,,,0.0,0.0,,0.0,0.0,20.0,19.0,,18.0,,,19.0,,,,0.0,,,,0.0,,,,,,,2.0,19.0,,7.0,19.0,39.0,2.0,10.0,,0.0
U71608018484491DF44279B,1001__5000_km_622__3107_mi,24.0,yes,1,1_to_3_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_brightlight,2035,4_to_6_days_a_week,I am sorry but I don't know much about automated cars.,45,female,private_vehicle,desktop_keyboard,,,16.0,61.0,,14.0,,,,14.0,,,,23.0,9.0,10.0,31.0,,33.0,16.0,,,20.0,,6.0,,,13.0,,,19.0,,,,12.0,40.0,2.0,14.0,,70.0,29.0,10.0,,,,4.0,20.0,13.0,9.0,,,19.0,17.0,22.0,,52.0,,,,,,15.0,,,4.0,19.0,,59.0,8.0,15.0,1.0,27.0,,30.0,,,,,,,12.0,4.0,,,56.0,,46.0,,23.0,,,,,53.0,13.0,,18.0,,,43.0,19.0,13.0,,,12.0,,,39.0,,9.0,10.0,71.0,,,17.0,,,,,,5.0,29.0,13.0,,31.0,,,7.0,24.0,,59.0,29.0,29.0,21.0,12.0,,,,9.0,,,,30.0,,,1.0,14.0,,,,,,49.0,17.0,,,,,29.0,8.0,,6.0,,,9.0,17.0,6.0,,20.0,14.0,69.0,,6.0,,12.0,10.0,1.0,20.0,6.0,9.0,19.0,,47.0,,10.0,,12.0,7.0,,,4.0,,10.0,,,15.0,,32.0,,6.0,,,,,,18.0,,,,14.0
U71608022525972DF19909B,5001__15000_km_3108__9321_mi,,yes,0,1_to_3_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,0_times_per_month,0_times_per_month,4_to_6_times_per_month,,,indoor_dimlight,2035,1_to_3_days_a_week,,47,female,private_vehicle,laptop_keyboard,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,60.0,,,,,,,0.0,19.0,,0.0,,,,0.0,,20.0,,,,,0.0,0.0,,,20.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,20.0,,,,0.0,,,40.0,0.0,9.0,,,19.0,66.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,20.0,0.0,,,0.0,,0.0,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,40.0,0.0,,19.0,,,0.0,,,,0.0,,,0.0,39.0,0.0,0.0,,0.0,0.0,,,,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,,,30.0,0.0,33.0,,0.0,,0.0,0.0,54.0,,0.0,0.0,34.0,0.0,9.0,,,,,0.0,,,,,,19.0,,,,,,0.0,,,,,,,,0.0,20.0,0.0,,0.0,0.0,0.0,0.0,0.0,40.0,,20.0,0.0,,,,
